comment_id,Comment
7263,"Student has continued to show efforts towards accomplishing the assignments.
Extra effort will be geared towards having him meet the system users for more clarity."
7265,finished automated tests for Y-save web application which are working as expected.
7267,Completed
7269,Fast learner
7270,"Now that internship is done, I encourage Francis start writing end of internship report and also  concentrate on passing tests and assignments at Campus."
7271,The task to analyze the extracted text to get the length of sentences and checking for abbreviations has been done. There is a pending task to organize the data in a dataframe.
7272,The reception of this week's learning subject - Cyber Security and System Administration was great and it the desire to learn was good.
7275,The week went well. Students had a background in Digital Marketing and so the concepts introduced were familiar.
7278,"Website up and running, now on the Shift management system, to add more functionality"
7280,"Winding up the internship, though still engaging her with the system"
7281,Mark sought guidance whenever he needed it and this helped him learn faster and enjoy his classes.
7282,He has managed to fix the issues with the loss functions for the transfer learning experiments and the model evaluation shows  a slight improvement in the classification task. He has also read and implemented more metrics for the evaluation of the model which will improve his skill in evaluating classification problems in general.
7283,Continually offered ideas to solve a certain computation hand we encountered during working and most times during learning.
7284,Progressing well but slowed down due to tests however we hope catchup after they are completed
7287,Givious has successfully completed internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7289,Natasha encountered some challenges that prevented her from accomplishing the assigned tasks. I have changed the task and asked her to implement a logistic regression model to predict the class of the submitted image. This conclusion was reached after reviewing the previous regression task as something that may be too complex to achieve at the moment. I have asked her to explore features that can be used to accomplish this.
7290,Limited activity at work due to interruption from school activities.
7291,querying and retrieving data
7293,"Despite a few challenges, Noellah has managed to complete internship. She is supposed to present end of internship report explaining in detail all the new skills she has acquired."
7294,More emphasis was put on web designing. The student was able to program and develop a simple website. It was a thrilling experience for her
7295,"Hardware, its uses and re-assembling of machines were the core of the week. It involved practical hands-on sessions"
7300,"Jovan has successfully finished internship. He has acquired hands-on skills in Coding, Networking & Systems Administration, PC repair and software maintenance. He is supposed to present end of internship report explaining in detail all the new skills he has acquired."
7301,"-Worked on reducing the remaining work load,project now nearing completion."
7302,"He can now set up a LAN with over 20 PCs and also share resources like internet, and documents with ease."
7303,"Bertrand has done excellent work throughout his internship period. He has demonstrated a very commendable work ethic, learning mindset and impressive technical aptitude."
7304,"VLAN Configurations, Static and Dynamic Routing"
7306,He managed to design a personal blog using WordPress Content Management System.
7307,"Introduction to Networks (identifying network devices and how they interconnect)
Cable color arrangements
Cable termination (straight through and cross over cables)
physical connection of the network devices (cables, switch, router, and end user devices (computers))"
7308,Patience needs more time to understand her core networking around layer one and layer two of the OSI model. More effort towards understanding how devices connect will imparted going forward.
7310,Hamza has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7312,Demonstrated good knowledge of database management skills.
7313,He can do well in Graphics designing
7314,"Mercy has successfully finished internship. She  has acquired hands-on skills in Coding, Networking & Systems Administration and PC repair/ software maintenance."
7318,marks for this weekily tasks (7/10)
7320,"Emmanuel is a quick learner and continues to learn all of the aspects of working in start-up tech company. There is a wide range of work to be done and thus far, he has jumped in head-first to learn the many aspects of the company."
7321,Continued configuration of apache webserver and was introduced to unix editors that help during configuration of services. Was very responsive with the activity and gave it all her time
7323,Very Good
7325,he is making good progress and going according to work plan. keep it up
7328,She is very active during work assignments.
7329,Aweebwa has managed to implement the front-end for the data manipulation system. Try your best to learn Django within the minimum possible time so as to start on the back-end of the data manipulation system.
7330,"Great Aweebwa, for putting in time to practice what you have learnt, more practice for the best."
7333,The reception of this week's learning subject - Cyber Security and System Administration was great and it the desire to learn was good.
7334,All assigned tasks were completed as assigned.
7335,Felix managed to configure the back-end  for the project and also managed to add more buttons to simplify the data visualizations on the front-end.
7336,"Malik was enthusiastic, energetic, and displayed positive behavior."
7337,The week went well. Students had a background in Digital Marketing and so the concepts introduced were familiar.
7338,"Adapted to new concepts and tools well and sought out training to enhance knowledge, skills and abilities."
7339,Rebecca has successfully completed developing the regression model and to evaluate its performance on predictions from the test set. This is an important milestone she can build on to further her machine learning knowledge.
7343,Manasseh has managed to integrate Firebase within the flutter interfaces for authentication. Keep moving.
7344,"Manasseh managed to integrate Firebase to the business to business flutter application on the login and signup pages, managed to implement the interface for cart, view profile, settings and favourites. He is promising and tried his best to give in time so as to implement some parts of the business to business platform. Keep it up and add more efforts to acquire the best as you're implementing the project  ."
7347,Michael has successfully completed internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7349,She worked remotely and it was not that easy to coordinate
7355,he is understanding what we do and identifying problems which he is suggesting and developing good solutions for it.
7356,Alex has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7357,"He is a nice person i have no bad impressions about him thats what all i can say about him 
Though we shall miss him after the internship because he was already into our system everything going on well."
7358,Richards has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7359,The internet is a good resource for reading more about different javascript libraries. Also you should aim at building for mobile devices first when building an interface
7361,"She has successfully completed this week's tasks, that is, configuring layer 2 & 3 devices and setting up the database environment for the web app."
7362,The reception of this week's learning subject - Cyber Security and System Administration was great and it the desire to learn was good.
7363,The week went well. Students had a background in Digital Marketing and so the concepts introduced were familiar.
7364,I still encourage her to utilize the limited time.
7365,"Despite a few challenges, Duncan has managed to complete internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired."
7368,Good Job at Makindye Division!
7369,did tasks assigned
7370,"Despite a few challenges, Alvin has managed to finish internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired."
7371,We have not made much progress this week as the students have upcoming tests and assignments. I have asked him to continue working on the text data analysis.
7375,Miss Nakityo completed the designs for the Dashboard and Notifications pages.
7376,Quick learner and good listener
7378,"Akora Solomon was able to host the dummy website site to a free hosting platform, though it came in a few days later than the required date but all in all was able to."
7381,Scrapping software was completed as required.
7382,The website in this case is the Boosted Store App
7383,"Great work, Hastings! Fully dedicated and hardworking young man even when things don't work perfectly fine.
He although needs to get a better laptop."
7384,Innocent already has a good background with python and he has completed all the data analysis tasks with pandas  this week. I look forward to working with him.
7389,"Was supposed to modify the account creation feature for Boosted Academy.
Response to this tasks has been slow due to new app infrastructure he had not interfaced with.
However, he tried to cope up"
7390,he did well in this session
7391,the above headlines were achieved by rogers
7393,Good work done so far! Much more than I expected given the start.
7394,"showing good levels of adaptability by switching from writing java to writing javascript, PHP, and HTML in order to move the project forward."
7396,Progressive .
7397,"She exhibited her coding skills in the new stack that was introduced to her (Angular-Python-MSSQL)
The student needs to continue improving her skills in multi-tasking and managing her time well to maximize her productivity."
7399,Promising in Graphics Designing
7400,Learning pace has vastly improved. Great job!
7401,"Bridget is exceptional, I sometimes drop very complex tasks at her and she solves them. Some tasks are so advanced that I don't expect a student to solve but she does. If she maintains this spirit, she is going to do very well in her future endeavors.

She has a future with our company if she chooses to stay with us on a halftime basis till she is done with school and after that, we would consider taking her on full-time."
7402,"She respects everyone with good communication skills.
She can do better with graphics designing in Adobe Photoshop and Illustrator."
7404,Jesse made excellent progress to the learning objectives and he showed great dedication to the learning journey.
7405,All tasks completed
7409,All tasks completed on time
7411,Tasks were very well excuted
7412,good
7413,good with databases
7416,good
7421,Brian has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7422,Jovan is a great worker with fantastic computational and organizational skills. He is extremely professional and has excellent communication skills.
7423,very dependable and always willing to go above and beyond expectations.
7424,"despite a few challenges , Boris has successfully completed this weeks tasks"
7425,Boris can now successfully configure layer 2 and 3 networking devices easily
7426,i encourage Boris to practice multitasking  by doing this he will be able to handle the semester load and internship with ease
7427,"Boris has successfully finished internship , he is supposed to write end of internship report explaining all the new skills he has acquired"
7435,"This period was very busy as ICT department upgraded old resource centers at Development house and Queen's Chambers by replacing all the old equipment with new ones. In the same period, new resource center was created in Kingdom Kampala and all the equipment installed and connected to internet. Mr Sinani and the ICT team did a commendable job. I strongly believe he learned and gained alot in the course of these activities"
7436,"Mr Sinani has good understanding of user support and has been troubleshooting and fixing many ICT problems such as network breakdown, printer issues, repairing/installing OS, etc. He has been very active and resourceful to the department during the period of his training."
7437,Mr Sinani took part in the repair of computers and printers along side a company contracted by ICT department of Parliament to carry out comprehensive repairs of all faulty computers and printers. The exercise was very enriching in terms of knowledge acquisition and learning. In addition to that he has been providing user support to staff and MPs.
7440,Good progress
7441,I encourage Christine to use the coming days and write end of internship report. She should also use this time to concentrate on passing all the assignments at campus.
7442,Good progress
7443,"was able to use Selenium to write automated tests for one of our web applications, quite impressed"
7444,did an Accounting project
7450,Student completed the abovementioned tasks as mentioned above to satisfaction. Also learnt about Active directory management on a network.
7451,Student learnt about the topics and completed the abovementioned tasks as mentioned above to satisfaction.
7453,"Completed:

General IT support continued
Remote connection using RDS, and Team viewer"
7454,Good project submitted before the deadline
7457,Website fairly done. She must have gotten confidence with working with WordPress
7458,Introduced to web server system administration with Apache server.
7459,"Although I was not physically in touch with her, she tried to complete everything."
7460,True
7461,She has successfully completed the project I gave her for this internship training session.
7462,networks trouble shooting and signal strength testing were the highlights of the week
7466,"I have asked David to start drafting his internship report and share a draft for evaluation.   
Also since exams are coming up soon, we have decided to extend the pause on the internship activities."
7467,"Excellent team spirit, hence the ability to learn from his peers and progress as expected"
7468,"It was a great session for Al.
In here, he was introduction to concepts of Computer repair and maintenance"
7476,Completed
7479,This week was dedicated to the Ministry website re-design and on design of a document management system for the department. The System Requirements were discussed and agreed upon with the Supervisor.
7480,William finalized with the internship data manipulation system using Django as the back-end due to his commitment and sacrifice. We are looking forward to working with you in future projects.
7481,Tasks completed
7482,Reported on time and he demonstrated great ability in Linux Administration
7483,"He can comfortably open a computer machine, dismantle it and assemble it"
7484,The Sort and filter feature contributed by the team is in works though not that optmised.
7485,Good at learning and flexible to changes
7486,Joshua managed to use linear Regression on Boston House Price prediction dataset and has shown expertise in using the different Sklearn methods and modules.
7489,"Dickens can now set up a LAN with over 20 PCs and also share resource like (internet connection, documents... etc) on the network."
7490,Dickens has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7491,Harold has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7495,"Progressive since it, was the first week in internship."
7496,"This week he was challenged by the computer ,but since it was more of hardware and maintenance week he was able to go through."
7497,Progressive
7498,Progressive
7499,"Progressive in systems development ,focus on design  stage"
7500,Progressive
7501,Progressive but disturbed by the environment at campus
7502,"Sorry about that, don't give up, XG boost requires much data and a fast internet to install, try that. Also for the deprecated packages try looking for newer versions or replacements. Otherwise thanks for putting in time to practice."
7503,"He managed to integrate the back-end to the flutter application, data manipulation system as well as doing weekly data science assignments to improve on his data science skills."
7505,Good progress
7510,"Introduction to Networks (identifying network devices and how they interconnect)
Cable color arrangements
Cable termination (straight through and cross over cables)
physical connection of the network devices (cables, switch, router, and end user devices (computers))"
7511,"Practicing what was trained to them, server installation and setting up (Ubuntu and windows server 2019)
Hardware maintainance and repair
Troubleshooting"
7512,This week was dedicated to the Ministry website re-design and on design of a document management system for the department. The intern discussed the system requirements with the Supervisor.
7514,A lot of errors have been greatly eliminated during compilation
7515,Engagement with the users was delayed due to conflicting priorities
7517,We have currently put a pause on internship activities to enable the students to focus on their classwork and assignments. This week all the interns participated in an app testing exercise to give feedback to the developers.
7518,"Displayed ability of developing into a great software developer with the desired soft skills to back up the technology aspects. Overall, his additions to URA business have taken her mandate a step forward."
7519,Demonstrated ability to work with platforms of different database management systems and having them share data
7520,Continued with the excellent team spirit which enabled completion of assigned tasks
7521,More progress has been made on the Django website
7522,I have asked Michael to compile and share his Internship report.
7523,Generally a good student to work with.
7524,He is working fine and committed towards executing daily duties and tasks as assigned
7529,Limited time of interaction with him due to clashing school and  company activities
7530,Limited time of interaction with him due to clashing school and  company activities
7531,"Engaged in Information Technology Service Management activities, thus acquiring skills in incident, SR and IT change management activities"
7532,Engaged with the business process management team to understand the practical ways of getting system requirements and how these requirements are transformed into actual systems.
7535,Progressive
7536,Challenged by the fixed university schedule
7538,Progressive
7539,Anjellinah has interacted well with the assigned IT teams and i believe she has learnt a lot form the team.
7541,Great job this week with the designs.
7542,Very commendable progress thus far.
7544,Database logical structure completed.
7546,Commended for all the support provided especially to the infrastructure section during the internship period
7547,Good work on the assigned frontend tasks and good job on that.
7548,The data preprocessing required to prepare text data for the language modeling tasks has been completed.
7549,Joseph is steadily making progress with his assignments especially on bash scripting
7550,Joseph was involved in soliciting some requirements  for developing the Hospital Management system that is being done here in DICTS
7553,"the student was gradually improving, abiding by instructions and being positive towards learning."
7554,"the student was gradually improving, abiding by instructions and being positive towards learning."
7555,"the student was gradually improving, abiding by instructions and being positive towards learning."
7557,"the student was gradually improving, abiding by instructions and being positive towards learning."
7559,"the student was gradually improving, abiding by instructions and being positive towards learning."
7562,Samuel has finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired. We wish him the very best.
7564,Olivia was involved in soliciting some requirements for developing the hospital management system that is being done here in DICTS
7567,Student submitted the presentation and concept on the Storage management system as mentioned. It was okay.
7568,Student completed the mentioned activities.
7569,"Student has made good progress on the system, managed to present prototype."
7570,Student completed tasks as mentioned. Still collecting system requirements from stakeholders as the coding continues.
7571,He has learnt a lot and gained practical knowledge in computer systems. He is an active individual
7572,"Thanks, this was completed to my satisfaction."
7573,"week 7. this was her final week. In this she did her summary in all departments and started on her final report. 
it's been good working with Mutooni. She's a quick learner and organized, always finished assigned tasks. If she continues with the determination, she will be successful in whatever she does."
7574,Stella is willing to learn and add on her skills. She has expressed interest in data science through doing self tests on different datasets. We look forward to working with her on our Data manipulation system.
7575,"the student was gradually improving, abiding by instructions and being positive towards learning."
7576,This week was dedicated to the Ministry website re-design and on design of a document management system for the department. The Linda together with other Interns discussed the system requirements with the Supervisor.
7577,Yet to see the system running on the stick. Otherwise has generally been a good student
7579,"Great Samson, for putting in time to practice what you have learnt, more practice for the best."
7580,"Indeed, Samson has always given in his best to practice, and has managed to implement the front-end of the project. Thanks for giving in time to practice and for the project. Try your best to finalize the remaining part within the shortest time."
7583,N/A
7584,understood incident management
7585,learnt how to provision zoom licences
7586,understood the different components of the DC
7587,the student was exposed to practical aspects of cloud computing and how NITA-U provisions cloud resources
7588,exposure to Service requests and how they are related to service level agreements with clients
7589,exposed to interactive web applications and how they are used to deliver e-services to clients
7590,Good work.
7591,"the intern learned organizational design, set up and management which form a greater part of information systems management"
7592,Always refer to the documentation. always
7593,the intern understood how to troubleshoot software-related challenges especially from the windows environment
7594,"Good work on the sms, Don't hesitate to ask me about anything regarding sms implementation"
7595,"The student got troubleshooting skills regarding the challenges experienced in installing FTP on virtual machines, how FTP can be used to transfer files on a network."
7596,Jonathan was exposed to the functionalities and components of the DC.
7598,She is such a good team player
7600,he loves databases and he has been improving every day
7601,chemutai is commited student
7602,Emmanuel has successfully implemented file upload to the data manipulation system and also went ahead to add a model for storing the csv so as to generate graphs and some visualization from it. Great work so far and his progress is promising.
7603,Limited time of engagement due to much pressure from campus that made concentration to our projects less. He could better am sure.
7604,"Indeed, Emmanuel has always given in his best to practice, and has managed to implement his own machine learning project, so that he can apply all the skills he has acquired throughout this internship. Thanks for giving in time to practice and for the project. Try your best to finalize the remaining part within the shortest time."
7605,Progressive
7609,Challenged by fixed university program
7612,"Introduction to Networks (identifying network devices and how they interconnect)
Cable color arrangements
Cable termination (straight through and cross over cables)
physical connection of the network devices (cables, switch, router, and end user devices (computers))"
7613,Emmanuel finalized with the internship data manipulation system using Django as the back-end due to his commitment and sacrifice. We are looking forward to working with you in future projects.
7623,Always on time and willing to work in group settings.
7625,Good and can execute better
7626,Better time management and task completion; let's keep it that way
7627,You have demonstrated great willingness to work and having tasks completed on time. Keep it up
7628,She was taken through some field work that entailed moving around campus and having a feel of the network devices like wireless APs' as well as interacting with hardware equipment and servicing
7636,Ms. Rashidah has maintained  consistency in ensuring that tasks allocated to her are handled with high technical competence. She is encouraged to continue doing more desk research.
7637,Ms. Rashdah is encouraged to continue research on asset and service level management. The teamwork levels are very good.Keep it up
7639,"Created good rapport with the team during induction, and picked up well on the collaboration tools. Was able to clone the two main organisation repositories i.e backend and frontend"
7641,"Curious and inquisitive, managed to set up the repos with initial onboarding from more experienced colleagues on the team. Showed initiative by setting up a flask app to better understand the setup structure"
7642,This is one of the best things done because it has reduced our power consumption. Keep it up
7643,Awath showed a good leadership spirit by helping fellow interns set up the code base and also manage to interact with it. Demonstrated the ability to work with concepts new to him like working with environment variables. Satisfactory time management in attending meetings
7644,Meticulously executed his task and raise a Pull Request to commit the changes to the staging environment. Followed the team standards and got his work reviewed and merged.
7645,He is determined to finish what he started and that is a very good quality in a developer most of the time.
7646,he loves databases and will be a good database adminstrator
7647,he will be a good database adminstrator
7648,"Despite David being being beginner in flutter, he has expressed his commitment through successfully integrating the front and back end of the application using Firebase."
7649,"Managed to research and present his findings about a task testing his understanding of the python DateTime module. Worked on his minimal flask application, reviewed and advised to proceed with the next stage of the application. Timely attendance of meetings. Asked questions when he needed a better understanding of a concept."
7650,"Led a successful team sprint alongside other interns, and managed to deploy his flask application on the cranecloud platform demonstrating a good understanding of the platform. Took the initiative of reminding his teammates to join sprint meetings and a demo."
7651,"Since internship is almost done, I encourage Maria to start writing end of internship report and also concentrate on completing any pending assignment at campus."
7652,"Despite a few challenges, Maria has managed to complete internship. She is supposed to present end of internship report explaining in detail all the new skills she has acquired."
7653,Was part of the team that discussed a new feature on using credits as part of the platform billing.
7654,Successfully executed feedback on tasks he was working on and led pre-demo and demo meetings successfully. Was more confident during his presentations. Successfully completed the eight-week internship as required by the University
7655,"Student learnt about the topics and completed the abovementioned tasks as mentioned above to satisfaction. Overall, the student has been helpful to the organization and seems to have benefited in terms of knowledge during the internship period."
7656,Good Understanding of the Linux Operating Systems
7657,Work has started on the building of a regression model to predict the number of data points per month. She has successfully completed the EDA and data cleaning to prepare the data for modelling. I have also given her a reading exercise about how to handle missing data.
7658,She has completed the tasks given to her albeit with some minor issues. This involved identifying which features to use and what to use as the target variable. She was able to group the number of data points by month which was the main hidden task in this assignment and I am impressed.
7659,She has created her first regression model which is an important milestone. There were a few concerns about the selection of features used to model the target variable and in the next few weeks we shall work on how to improve the baseline. I have also asked her to read about the different metrics for evaluating regression models
7660,We have put a pause on internship activities this week to enable the students focus on their tests and assignments.
7661,Felix finalized with the internship data manipulation system using Django as the back-end due to his commitment and sacrifice. Thanks for being cooperative
7662,I have reviewed Halimah's submissions this week and I am impressed with progress she has made on the end -to-end pipeline for the regression  model which now includes the evaluation part. She has also been advised on how to prepare the categorical variables to avoid potential misrepresentation of features in the dataset.
7663,Jesse is highly dedicated to his work and he has a firm grasp of software foundations
7664,Your learning velocity this week has improved a lot.
7665,Your learning velocity could improve this week.
7666,Your learning velocity could improve
7667,"He has shown outstanding skills in multi-tasking where he has integrated Firebase to the business to business flutter application on the login and signup pages, as well as integrating Django back-end to the data manipulation system. With time, Joshua will be a very great developer. Put in more efforts and don't give up."
7684,Sonia has improved greatly in especially areas of Systems Administration and has been an asset to the Department.
7685,Ms. Rashidah has gained some knowledge on sharing resources using virtual machines. She has also gained competence in building PCs.
7686,Ms. Rashidah has been a dedicated Intern. The desire to keep learning on a daily will help her gain greater heights.
7687,Sonia exhibited creativity when she improved on the Departments Capacityies in records management. She has kept progressive.
7688,Good progress with systems administration
7689,Work well done with a Professional touch
7690,The experiments this week have focused on making alterations to the mode too improve the accuracy. This involved changing the model architecture to include batch normalization and the training tasks are still in progress. I have also asked him to start drafting the internship report and share it for review.
7692,Always willing to learn and practice new skills and engage practically in the training.
7696,Nicholas has managed to complete internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7700,The reception of this week's learning subject - Cyber Security and System Administration was great and it the desire to learn was good.
7701,The week went well. Students had a background in Digital Marketing and so the concepts introduced were familiar.
7702,Internship concluded
7703,"Despite a few challenges, Powell has managed to complete internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired."
7710,"Patience exhibited maturity and ownership when she represented the company at the Road show. She has ""hidden"" marketing and sales skills which is a plus given her technical abilities. We have recommended her for more company representations going forward."
7711,AL's SRS documents have been matching our quality requirements
7718,Frequent feedback needed while working remotely.
7719,He is compliant
7720,Good TIme Management and team Work Skills.
7721,"Good a student, eager to learn"
7722,"Despite a few challenges, Owen has managed to complete internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired."
7723,We wish Brian the very best.
7724,Great progress from your end this week.
7725,"The tasks expected to be delivered included introducing the cache system with redis to the https://auth.boostedtechs.com . However, our contract ends in this week without more key modules being integrated to the boosted auth upgrade."
7732,"Completed:
               Configuring the network (VLAN) using the network software (Putty)
                Configuring the network devices (router, switches, computers)
               Creation of Vlans, and general security network configurations.
               Trunking ports and setting the Access ports as per the identified Vlans"
7749,got exposed to business analysts and how stories of clients are translated into code.
7750,the intern learnt and was exposed to power management in the DC and how different DC services such as colocation and Backup as a service works.
7751,Indulge more of self into research so that you can polish up to the best
7753,Good
7754,All the tasks assigned to her were finished in time.
7763,She must have been greatful through the system administration tasks directed to her.
7766,Promising student
7768,The trainee handled user support and also participated in the repairs of computers and printers. He has also been troubleshooting network breakdown
7772,Concentration to tasks reduced in this week
7773,Patrick is a promising student please keep it up
7774,"Great Kyagaba, for putting in time to practice what you have learnt, more practice for the best."
7775,..
7780,Miss Nakityo finalized working on the functionality of the Notifications and Results pages.
7781,Miss Nakityo was able to work on the Score feature for the students and finish it.
7782,Good progress with systems administration
7783,Jonah completed the business to business platform tasks which were assigned to him during the internship. He as well managed to multi-task as he also gave in time to learn Data Science with the Data Science internship team. Thanks for being cooperative and putting in your best to learn.
7784,well done!
7786,She is promising
7788,Performing user acceptance tests helped the intern to deal with the actual issues before setting the systems to operations
7794,Innocent has managed to build an LSTM model for the next word prediction for Luganda which is a very impressive milestone. The next steps will involve making optimizations to this baseline and I look forward to working with him even after the internship.
7795,"Student faced the challenge of a lost laptop, has been provided a temporary ministry laptop to complete the remainder of the task and is progressing well."
7796,"He is always looking for tasks. Very enthusiastic
He is learning a lot"
7797,"His system's development supervisor says he is a quick learn and loves to do his assignments in time.
He needs to do more projects to perfect his programming skills."
7799,Elijah managed to create monitoring and notification tools for the delivery pipeline. He has also demonstrated the need for continuity of a project by writing system documentation.
7800,Elijah demonstrated good communication skills and troubleshooting by synchronizing with the NSSF hi-innovator team to build a CICD pipeline for the NSSF platform. Shortening the time of software delivery
7801,"Elijah demonstrated a very good understanding of the distributed system, computer networking and problem-solving. He managed to synchronize with various stakeholders ie NITAU, UNMC and teammates to get work done. A true demonstration of teamwork"
7807,presented fairly good web designs - 8/10 scale
7808,had no knowledge about test environments - but at the end of the week was able to pick basic concepts on application unit testing with help of Brian (assistant supervisor)
7816,.
7817,I have asked Halimah to start working on her internship report and submit it for review.
7820,"Completed:
               Configuring the network (VLAN) using the network software (Putty)
                Configuring the network devices (router, switches, computers)
               Creation of Vlans, and general security network configurations.
               Trunking ports and setting the Access ports as per the identified Vlans"
7821,"Completed:
               Configuring the network (VLAN) using the network software (Putty)
                Configuring the network devices (router, switches, computers)
               Creation of Vlans, and general security network configurations.
               Trunking ports and setting the Access ports as per the identified Vlans   
               Configuring DHCP server on a router"
7822,Engaging teammate
7823,Engaging teammate
7824,Engaging teammate
7826,Christine has managed to complete internship. She is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7827,Innocent is almost done with internship. I encourage her to use the remaining time to concentrate on the semester load and the same time start writting end of internship report.
7828,None
7829,Innocent has successfully finished internship. She is supposed to present end of internship report explaining in detail all the new skills she has acquired.
7830,Commendable job on preparing for the last cloud computing conversations event.
7832,Joshua finalized with the Data manipulation system using Django and python libraries. Thanks for the cooperation and great work done.
7844,well adjusted with other developers at Gandapps and got acquainted with technologies we employ here. though still needs so much mentoring to fully be part and parcel with it all
7846,"Facing a new language and most of all, the assigned project is a FinTech subject, he is facing alot of bugs and errors however, gladly making research and reading about it and fixing the bugs, thats good"
7847,Very good and good understanding Computer problem Diagnostics
7862,She managed to design a simple FLyer and Business Card for herself using Adobe Photoshop and Illustrator.
7863,She can do well if more efforts are invested.
7864,Very Good Knowledge of Computer
7867,"Successfully installed Microsoft word to the computers and modification of the system
Improved time management despite required attention from university activities."
7868,Hope you have learned something from your experience with the bank. Best of luck in rest of your studies.
7871,"Improved inter personal skill while working with staff and fellow interns.
Confident while carrying out tasks."
7879,Timothy has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7887,"Despite a few challenges, Bonny has managed to complete internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired."
7888,Muhammad has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7889,"Great Stella, for putting in time to practice what you have learnt, more practice for the best. Try your best to balance the time so that you give the required time for internship as well. Hardwork pays. But so far good."
7890,Stella has managed to implement the front-end for the data manipulation system. Try your best to learn Django within the minimum possible time so as to start on the back-end of the data manipulation system.
7891,Stella finalized with the internship data manipulation system using Django as the back-end due to her commitment and sacrifice. Thanks for being cooperative.
7892,"Stella has always given her best to practice, and has managed to implement part of the data manipulation system, try to put in more time to complete the tasks assigned in time."
7904,The intern has coped up and learnt data collection and analysis principles. They have been able to apply this knowledge to one of our database applications for our services.
7905,She is learning how to adapt to practical way of learning software development skills through hands on practical and applied skills  of the software development life cycle.
7909,Juma is self motivated and focused
7910,I have asked Rebecca to draft her internship report and share it for review.
7911,I have reviewed the improvements made by Rebecca on the regression model. She has included more features for her training which has slightly improved the model. I have asked her to draw insights from the EDA to make further improvements and to also read about the evaluation metrics.
7914,Completed working with APIs by fetching data from MYSQL databases
7915,He is teachable
7926,There is need to engage more with other staff
7927,He was engaging through this week
7928,Week completed and waiting for internship report
7934,Progressive
7936,"Covered the major aspects of software development life cycle, demonstrated knowledge in software development, acquired the soft skills and some experience needed to thrive in a work environment. Demonstrated potential of a becoming an excellent programmer"
7939,THEY ARE GOOD STUDENTS
7940,he was really good with tablespaces
7941,he is commited
7942,The above headlines were achieved by the students and they are really good learner
7944,Samson finalized with the internship data manipulation system using Django as the back-end due to his commitment and sacrifice. Thanks for being cooperative and hardworking
7945,Progressive
7953,This task was successfully completed
7957,The previously collected requirements for the food management system were revised with what was implemented and the server monitoring tool was further set up to provide clear metrics
7962,The team and him were able to collect complete requirements as required
7963,Intern managed to set up a monitoring tool on one of the servers. This was an exercise to put their DevOps skills to the test.
7967,This was impressive work. The intern opened grounds for a new product for the company.
7968,The week went well. Students had a background in Digital Marketing and so the concepts introduced were familiar.
7969,It was best to attach the intern to an actual project for exposure. This helped him have his skills leveled up and made him familiar with the ongoing project. The on-boarding session went well.
7970,He managed to complete the task as expected. He presented all challenges faced and was advised accordingly. Nice work for the intern
7979,"Very good conduct.
Always reporting on TIme."
7980,The student is coping up with practical application of system design and architecture.
7983,Very good
7984,Reagan has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7985,Very good
7986,Very good
7987,Very good
7988,Very good
7993,Good report writing
7994,Good job
7995,Peter has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
7997,"Software and software updates, patches, upgrades, and applications were the highlights of the week. A student was able to choose the software application of her choice"
7999,More focus on programming and website development
8005,Its a challenging project is facing and we glad he's handling it well and willing to face the challenges positively more so using a new learned programming frame work.
8006,Venensio has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.
8012,"Adrone has successfully finished internship. He has acquired hands-on skills in Coding, Networking & Systems Administration, PC repair and software maintenance. He is supposed to present end of internship report explaining in detail all the new skills he has acquired."
